Start date,End date,Germany/Luxembourg [/MWh] Original resolutions, DE/LU neighbours [/MWh] Original resolutions,Belgium [/MWh] Original resolutions,Denmark 1 [/MWh] Original resolutions,Denmark 2 [/MWh] Original resolutions,France [/MWh] Original resolutions,Netherlands [/MWh] Original resolutions,Norway 2 [/MWh] Original resolutions,Austria [/MWh] Original resolutions,Poland [/MWh] Original resolutions,Sweden 4 [/MWh] Original resolutions,Switzerland [/MWh] Original resolutions,Czech Republic [/MWh] Original resolutions,DE/AT/LU [/MWh] Original resolutions,Northern Italy [/MWh] Original resolutions,Slovenia [/MWh] Original resolutions,Hungary [/MWh] Original resolutions,Average_Price_€/MWh,End date_actual_consumption,Total (grid load) [MWh] Original resolutions,Residual load [MWh] Original resolutions,Hydro pumped storage [MWh] Original resolutions,End date_forecast_consumption,Total (grid load) [MWh] Original resolutions_forecast_consumption,Residual load [MWh] Original resolutions_forecast_consumption,End date_actual_generation,Biomass [MWh] Original resolutions,Hydropower [MWh] Original resolutions,Wind offshore [MWh] Original resolutions,Wind onshore [MWh] Original resolutions,Photovoltaics [MWh] Original resolutions,Other renewable [MWh] Original resolutions,Nuclear [MWh] Original resolutions,Lignite [MWh] Original resolutions,Hard coal [MWh] Original resolutions,Fossil gas [MWh] Original resolutions,Hydro pumped storage [MWh] Original resolutions_actual_generation,Other conventional [MWh] Original resolutions,End date_forecast_generation,Total [MWh] Original resolutions,Photovoltaics and wind [MWh] Original resolutions,Wind offshore [MWh] Original resolutions_forecast_generation,Wind onshore [MWh] Original resolutions_forecast_generation,Photovoltaics [MWh] Original resolutions_forecast_generation,Other [MWh] Original resolutions,End date_cross_border_flows,Net export [MWh] Original resolutions,Netherlands (export) [MWh] Original resolutions,Netherlands (import) [MWh] Original resolutions,Switzerland (export) [MWh] Original resolutions,Switzerland (import) [MWh] Original resolutions,Denmark (export) [MWh] Original resolutions,Denmark (import) [MWh] Original resolutions,Czech Republic (export) [MWh] Original resolutions,Czech Republic (import) [MWh] Original resolutions,Luxembourg (export) [MWh] Original resolutions,Luxembourg (import) [MWh] Original resolutions,Sweden (export) [MWh] Original resolutions,Sweden (import) [MWh] Original resolutions,Austria (export) [MWh] Original resolutions,Austria (import) [MWh] Original resolutions,France (export) [MWh] Original resolutions,France (import) [MWh] Original resolutions,Poland (export) [MWh] Original resolutions,Poland (import) [MWh] Original resolutions,Norway (export) [MWh] Original resolutions,Norway (import) [MWh] Original resolutions,Belgium (export) [MWh] Original resolutions,Belgium (import) [MWh] Original resolutions,End date_scheduled_exchanges,Net export [MWh] Original resolutions_scheduled_exchanges,Netherlands (export) [MWh] Original resolutions_scheduled_exchanges,Netherlands (import) [MWh] Original resolutions_scheduled_exchanges,Switzerland (export) [MWh] Original resolutions_scheduled_exchanges,Switzerland (import) [MWh] Original resolutions_scheduled_exchanges,Denmark (export) [MWh] Original resolutions_scheduled_exchanges,Denmark (import) [MWh] Original resolutions_scheduled_exchanges,Czech Republic (export) [MWh] Original resolutions_scheduled_exchanges,Czech Republic (import) [MWh] Original resolutions_scheduled_exchanges,Luxembourg (export) [MWh] Original resolutions_scheduled_exchanges,Luxembourg (import) [MWh] Original resolutions_scheduled_exchanges,Sweden (export) [MWh] Original resolutions_scheduled_exchanges,Sweden (import) [MWh] Original resolutions_scheduled_exchanges,Austria (export) [MWh] Original resolutions_scheduled_exchanges,Austria (import) [MWh] Original resolutions_scheduled_exchanges,France (export) [MWh] Original resolutions_scheduled_exchanges,France (import) [MWh] Original resolutions_scheduled_exchanges,Poland (export) [MWh] Original resolutions_scheduled_exchanges,Poland (import) [MWh] Original resolutions_scheduled_exchanges,Norway (export) [MWh] Original resolutions_scheduled_exchanges,Norway (import) [MWh] Original resolutions_scheduled_exchanges,Belgium (export) [MWh] Original resolutions_scheduled_exchanges,Belgium (import) [MWh] Original resolutions_scheduled_exchanges,Rolling_Mean_24h,Rolling_Mean_7d,Price_Diff,Lag_1h,Lag_24h,Volatility_24h,Price_Change_1h,Price_Change_24h
2023-01-01,,0.35850484121016324,0.2188602346773798,0.21787970496791687,0.3317652101890466,0.07873404593432692,0.24637398200212637,0.37739203375674935,0.1758424557419964,0.38273148148148145,0.16782568711662252,0.10310980991398043,0.5880585472690736,0.15775225921481686,,193.14458333333334,16.864583333333332,0.3453932373144053,13.359961887341045,,,,397.17045454545456,,,174.04166666666666,,994.0,310.65625,848.5769230769231,,72.02631578947368,32.09375,615.0208333333334,958.3035714285714,518.8645833333334,419.0104166666667,192.625,305.5833333333333,,,,867.0535714285714,,88.82894736842105,,,681.4583333333334,338.8958333333333,-132.58333333333334,337.2083333333333,-87.52083333333333,531.1458333333334,-31.677083333333332,295.6354166666667,-149.59375,33.270833333333336,0.0,83.59375,-7.0,484.6770833333333,-63.875,217.3125,-232.35416666666666,222.07291666666666,0.0,336.9583333333333,0.0,64.10416666666667,-30.770833333333332,,524.3783333333333,333.94958333333335,-127.15499999999999,0.23458504562234447,-70.8025,617.3120833333334,-119.28625,0.1964544260531881,0.9623867570537139,0.30038719129342817,1.0,0.5565718157181572,0.9550325203252034,566.2541666666667,0.9970949749018322,210.26733333333334,-191.36666666666667,0.24502662646320605,0.9694768120556086,0.7270934194011117,1.0,0.35579075907590757,0.6552276896084218,12.386616561512374,12.386616561512374,0.03682987232604185,13.325825405415962,,1.1118659661978665,0.4879595934492175,
2023-01-08,,0.4188792691304388,0.32539206217002503,0.3518039732265202,0.3935567869891966,0.15734944452011745,0.4027602598370577,0.4453852486251463,0.1858898768915017,0.46956785714285715,0.27257135611148803,0.20361176296424535,0.7627628434019412,0.26415308135497684,,179.78553571428571,132.83952380952383,0.4290393564514484,19.856736418914153,,,,201.46323529411765,,,,,995.25,317.45535714285717,636.0260416666666,,95.02777777777777,35.214285714285715,607.7321428571429,,664.9427710843373,663.841935483871,215.95637583892616,307.20535714285717,,,,595.296052631579,,84.80141843971631,,,307.10869565217394,347.00766871165644,-254.44345238095238,413.5952380952381,-15.22172619047619,227.88095238095238,-82.6860119047619,352.4613095238095,-139.56845238095238,58.964285714285715,-0.10714285714285714,15.230654761904763,-64.71279761904762,480.6636904761905,-45.38392857142857,40.64732142857143,-443.30120481927713,321.85565476190476,-0.9241071428571429,166.79761904761904,-18.081845238095237,92.7514880952381,-48.998511904761905,,233.01999999999998,225.53307228915662,-149.89255952380952,0.3322100841799421,-17.475833333333334,271.5332142857143,-168.23494047619047,0.3083367129021225,0.9554179660545107,0.4430242447195147,1.0,0.10311846689895471,0.5784219899341851,640.5679761904762,0.9948086912930937,150.08143790849672,-326.631049382716,0.2526690917254487,0.9622878670729674,0.3811092753400446,0.955705851823018,0.44293163602074487,0.6675422206525166,19.639443346934268,18.23070898574787,0.0021682469252010802,19.854568171988955,19.37111426966472,3.70860046103725,0.4394747965245952,6.187543777946008
2023-01-15,,0.3990956051148005,0.31089838929055524,0.3183776239211699,0.3739505338019193,0.133073097759202,0.36118441243848165,0.435491999211991,0.16175356080208747,0.4707958112874779,0.27918230988746356,0.17350030391933619,0.7998051757450254,0.2599279186750459,,169.88416666666666,133.32738095238096,0.42949624529967556,19.257380037887614,,,768.0,209.04770992366412,,,,,,351.7142857142857,794.1141304347826,,125.96308724832215,34.220238095238095,589.6294642857143,963.921875,833.9538461538461,695.3180147058823,230.83833333333334,309.7142857142857,,,,732.0416666666666,,111.47972972972973,,,515.6190476190476,325.7455357142857,-154.80357142857142,557.8988095238095,-1.1517857142857142,304.6577380952381,-82.58482142857143,398.8452380952381,-138.11160714285714,63.714285714285715,0.0,42.404761904761905,-52.742559523809526,498.67559523809524,-36.875,53.45238095238095,-353.02232142857144,366.0997023809524,-2.462797619047619,202.74553571428572,-45.03720238095238,132.05059523809524,-19.81845238095238,,333.9346153846154,170.7502380952381,-77.06845238095238,0.33746946487029716,-1.6625,378.01374999999996,-230.40125000000003,0.4500208868431725,0.9819055615280505,0.46241619991096755,1.0,0.28351064653503677,0.6521684088269455,710.5508333333333,0.9932832011232559,255.95593939393942,-194.16107142857143,0.36146336074911073,0.9869452403693092,0.510947385947386,0.908026562123487,0.5731692597831212,0.8435536364637569,19.33142801949584,19.569039483568794,-0.017246583162137858,19.27462662104975,19.546792751434495,4.465880213392365,0.7485855855791455,0.7882358702600711
2023-01-22,,0.45061721948366606,0.3651533166056585,0.43495041398182605,0.4243023365640302,0.1819243811339962,0.4955494644011956,0.4708873268600063,0.20671332151896468,0.48285859788359786,0.3097229897106884,0.22822703370336841,0.8089641736258277,0.28787356580656215,,175.93821428571428,161.34666666666666,0.4295456826902581,21.42888567352191,,,,179.38,,,,,,363.70089285714283,532.1902654867257,568.03125,103.5291095890411,39.40922619047619,606.7514880952381,,786.2,757.4038461538462,218.6356209150327,316.54464285714283,,,747.65625,546.9604166666667,583.5535714285714,96.18035714285715,,,298.97596153846155,452.62893081761007,-71.88988095238095,547.5545454545454,-44.94642857142857,31.919642857142858,-305.4389880952381,117.38392857142857,-424.82738095238096,92.6577380952381,0.0,0.0,-109.91666666666667,402.4092261904762,-186.17261904761904,510.52560240963857,-36.648809523809526,191.41815476190476,-29.489583333333332,20.550595238095237,-155.4970238095238,146.80803571428572,-11.59672619047619,,259.5985714285714,380.0134730538922,-125.26053571428572,0.44602527139573533,-75.0345238095238,94.59196428571428,-477.07738095238096,0.08739463317089238,0.813042448150353,0.6295093417581906,1.0,0.0,0.2875807200929152,273.9716071428572,0.9754519175758548,479.89932432432437,-27.793928571428573,0.1092069732537514,0.8099399645244917,0.06493826686134375,0.7285723553726667,0.529801414427157,0.9183741013751381,20.90802983092768,19.776533580724465,0.07051611431127681,21.358369559210637,20.32137891717528,3.031230711499056,0.8528910406710557,9.094205699610848
2023-01-29,,0.46667042969470074,0.38081349400766623,0.44835951348191583,0.43012039345446534,0.195261454308225,0.5106318241676335,0.484661962544603,0.2064671268417792,0.4986146384479718,0.3369346600951595,0.23346109550218197,0.8230464352644804,0.31560057924611806,,181.20505952380952,172.84863095238094,0.4508957260998608,22.489701863084203,,,,158.49666666666667,,,,,,383.25892857142856,366.9675572519084,502.9345238095238,127.78260869565217,44.21279761904762,532.8973214285714,,,,262.60526315789474,357.55357142857144,,,902.9166666666666,366.8421052631579,663.7536231884058,130.14900662251657,,,-6.895038167938932,222.0282738095238,-201.42261904761904,446.98065476190476,-79.15029761904762,4.056547619047619,-516.483630952381,82.07440476190476,-386.1607142857143,96.47470238095238,0.0,0.0,-118.8764880952381,373.2395833333333,-180.0014880952381,428.20982142857144,-4.099702380952381,186.34970238095238,-17.425595238095237,0.7455357142857143,-303.4791666666667,127.83333333333333,-22.904761904761905,,73.93850746268657,173.0339285714286,-205.8519047619048,0.5138214476429285,-11.98547619047619,51.236250000000005,-673.28625,0.055073028233988755,0.8009653970425784,0.6705431474948009,1.0,0.0,0.2290917537746806,253.37369047619046,0.9709997947983615,455.12310606060606,-12.677321428571428,0.06462579367723632,0.8288380254999167,0.011190732344578494,0.5228526015310757,0.5079538896746817,0.8250632312898044,22.764180170712805,23.008570492513755,-0.03139555343953279,22.521097416523737,22.990744919758612,3.3473560805901803,0.08850638001857826,-1.8457768065621178
2023-02-05,,0.42776664617722765,0.3416314819740056,0.40331165210676445,0.39818543155648456,0.1577076567566857,0.46969807290908205,0.45863989205109845,0.17623502806532518,0.4778026014109348,0.27405069013014344,0.20368837008279525,0.7935070139957358,0.2826884607897543,,166.30333333333334,148.75130952380954,0.43607793048173693,20.022227111601914,,,,219.37943262411346,,,,,,306.5654761904762,642.070564516129,603.8125,115.07014388489209,41.267857142857146,532.6979166666666,,945.5,,194.92088607594937,345.42261904761904,,,755.375,485.5691489361702,491.375,123.75174825174825,,,-126.98584905660377,270.61309523809524,-217.88839285714286,600.2114197530864,-21.066964285714285,60.395833333333336,-205.76934523809524,309.29017857142856,-292.3080357142857,78.1577380952381,0.0,0.19047619047619047,-85.92708333333333,462.2485119047619,-103.13541666666667,262.36160714285717,-55.43154761904762,253.57291666666666,-20.477678571428573,30.519345238095237,-170.85416666666666,157.86904761904762,-27.53422619047619,,-62.69491228070176,190.99238095238096,-95.97785714285713,0.35972165560519676,-56.25839285714286,73.03553571428571,-479.0039285714286,0.29535390548878904,0.8913783580476161,0.5600163115336828,1.0,0.0013561749903213305,0.44092218350754936,452.7916071428572,0.9679598273183604,619.2611627906977,-28.4625,0.21624055599450415,0.9062640802898683,0.11254770870155484,0.7002817475764148,0.42235634134842054,0.8784388897117185,20.106387439393973,20.84481572025928,0.00580314960547712,20.016423961996438,20.204038329379156,3.1082451528481183,0.33757240854072,-0.05035374328486354
2023-02-12,,0.44748880872147223,0.3541510646686777,0.4222170809184955,0.4096231730024723,0.15947093797121395,0.4900864114018893,0.4731743996981148,0.17491688527216442,0.48753536155202815,0.3154903269365426,0.18920954626630856,0.8020487189660122,0.29582185688039986,,170.94369047619048,158.77422619047618,0.4399139543209629,20.948691574577715,,,,249.08278145695365,,,,,,315.64136904761904,435.734126984127,670.0735294117648,51.101694915254235,42.19642857142857,735.9925595238095,,,,195.1866883116883,351.9895833333333,,,873.125,353.4884259259259,649.9230769230769,50.79449152542373,,,67.85833333333333,226.11160714285714,-90.16220238095238,586.4332298136646,-50.50595238095238,7.306547619047619,-392.7708333333333,245.875,-293.4717261904762,102.68452380952381,0.0,0.0,-129.39285714285714,475.29017857142856,-79.54761904761905,409.1011904761905,-32.42857142857143,263.63690476190476,-5.419642857142857,0.07142857142857142,-257.98809523809524,97.58928571428571,-27.19345238095238,,78.59396825396826,229.3986904761905,-82.47315476190477,0.45637052358729935,-28.049166666666668,36.15845238095238,-624.9095238095239,0.2137849656096557,0.8994129432356311,0.6253035573096268,1.0,0.0,0.16027990708478512,492.8874404761905,0.9850609861500046,482.5320588235294,-21.411686746987954,0.14812293945365176,0.943679825957763,0.005872332795409714,0.5954188214795455,0.2754470532767562,0.8567412530049103,20.935925654940014,20.518511924751323,-0.0036090317026468304,20.95230060628036,20.82870753845418,2.82325541582869,0.24411080274508354,1.483333653641366
2023-02-19,,0.43645667146742845,0.34058622101527886,0.3914618189010075,0.40639926577585506,0.15613949248088857,0.45243605070846854,0.458366326005405,0.17324498100128505,0.47795670194003526,0.29892501953709605,0.19011173818650798,0.7848999106517903,0.284657737792589,,157.56178571428572,148.95619047619047,0.4350190967308264,19.487789826416915,,,,255.21226415094338,,,,,,307.60863095238096,392.1862068965517,583.3221153846154,70.47916666666667,40.19047619047619,755.110119047619,,739.63125,891.016129032258,212.45886075949366,344.89732142857144,,,636.4516129032259,425.1649659863946,471.0877192982456,78.13934426229508,,,239.16764705882352,137.29166666666666,-277.4774096385542,675.9435483870968,-11.363095238095237,48.24404761904762,-376.3675595238095,324.01934523809524,-244.17559523809524,74.07738095238095,0.0,0.0,-125.06547619047619,520.5416666666666,-47.523809523809526,278.0386904761905,-36.904761904761905,268.20982142857144,-19.427083333333332,20.897321428571427,-241.20386904761904,135.38839285714286,-17.321428571428573,,234.53348837209305,150.3260119047619,-196.38833333333332,0.4952684023389951,-1.4452380952380952,136.9310714285714,-571.2396428571428,0.23126832446519704,0.9526686686864558,0.5380057073757366,1.0,0.0,0.18784049554781262,472.1595238095238,0.9967609646261371,484.2407272727273,-18.430119047619048,0.21164984118522467,0.9413232819393278,0.09707600092215476,0.6121568518415541,0.28970221593587925,0.8948488335441043,19.611102302174423,20.365679418367158,-0.014678071256738848,19.502467897673654,19.832825648353065,3.022614757662444,0.2900803665824347,-1.1810976662549997
2023-02-26,,0.4272989200275314,0.3292959882742965,0.38749767122566425,0.39518995307912613,0.14319528182628496,0.45508096616042754,0.4545798857941965,0.1638366368430737,0.4665017636684303,0.2851397698076357,0.18450028635537044,0.773069498069498,0.26481903038015625,,154.59589285714287,128.22363095238094,0.41721087505054916,17.997921271005378,,,,210.4623287671233,,,,,,302.5029761904762,576.7927927927927,677.5370370370371,66.92456896551724,40.23809523809524,746.641369047619,,777.7352941176471,978.125,172.57704402515722,347.0639880952381,,,675.0,508.73214285714283,727.25,63.125,,,98.96120689655173,253.5297619047619,-154.55654761904762,561.1235119047619,-44.82142857142857,36.976190476190474,-264.54315476190476,302.25892857142856,-257.75892857142856,79.45386904761905,0.0,2.175595238095238,-82.9672619047619,442.5342261904762,-100.74107142857143,373.8095238095238,-25.614583333333332,196.0610119047619,-23.595238095238095,34.867559523809526,-152.80357142857142,154.73809523809524,-14.148809523809524,,110.42387096774195,227.97458333333336,-127.58773809523811,0.41120589508353317,-17.836726190476192,76.82869047619047,-501.94119047619046,0.20529578429265066,0.9143936634296731,0.589064794328503,1.0,0.015069686411149827,0.31474216027874563,339.8413095238095,0.9793586946945338,544.4247126436782,-14.499166666666667,0.17281776440835545,0.9235599066114825,0.10219908296831373,0.7428613134627148,0.29368062234794906,0.9205614672697374,18.076176004742205,18.543664298689343,0.009252147440149081,17.98866912356523,18.135504187639704,2.8338268372591346,0.5268473002070468,-0.11995283341861708
2023-03-05,,0.4429713930298774,0.3521459892075001,0.40268364241906324,0.41541143295836763,0.18656961002898673,0.476669332525355,0.4617570275692144,0.18021475169242562,0.4769447971781305,0.3018363685244853,0.22814619241449952,0.784372933621054,0.2825493632747695,,161.62541666666667,146.1482142857143,0.4295334523960417,19.574714827451295,,,,251.4806451612903,,,,,,323.29315476190476,334.21875,719.6,68.04772727272727,48.74404761904762,741.6502976190476,,,,192.60927152317882,361.35863095238096,,,,236.48872180451127,821.828947368421,74.075,,,192.43882978723406,158.55357142857142,-200.97916666666666,526.5803571428571,-79.33035714285714,15.660714285714286,-376.4583333333333,147.1860119047619,-291.08184523809524,86.29464285714286,0.0,0.0,-103.7797619047619,424.1264880952381,-115.55208333333333,611.9510135135135,-2.2827380952380953,177.7172619047619,-22.260416666666668,1.9568452380952381,-199.11160714285714,26.84077380952381,-84.77083333333333,,256.48125,153.55059523809524,-168.11184523809524,0.4659340515826028,-40.80136904761905,57.84684523809524,-540.5363095238096,0.09619499336274846,0.8747504879182845,0.5641701880975636,1.0,0.0,0.3267595818815331,274.932619047619,0.9622939898224449,730.8947692307693,-0.7345238095238096,0.0865418558640888,0.8965845727020513,0.010864135864135857,0.6858027952325344,0.14322074493163597,0.756603112574482,19.425657344053295,18.855099717578717,0.0017834698135610974,19.572931357637735,19.262663869767255,2.9097428307894173,0.3190442054581852,3.979809240411428
